Station Name,Address,City,Postal Code,Region,Country,Latitude,Longitude,Location Details,Category
"CALTEX GISBORNE","9 STATION ROAD","GISBORNE","3437","VIC","AUSTRALIA",-37.4826,144.5915,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL APOLLO BAY","175 GREAT OCEAN ROAD","APOLLO BAY","3233","VIC","AUSTRALIA",-38.7531,143.6688,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  KEW EAST","1399 BURKE ROAD","KEW EAST","3102","VIC","AUSTRALIA",-37.7949,145.0633,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX COBURG","430 MORELAND ROAD","BRUNSWICK WEST","3055","VIC","AUSTRALIA",-37.7534,144.9448,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"INDEPENDENT KOROIT","182 COMMERCIAL ROAD","KOROIT","3282","VIC","AUSTRALIA",-38.2912,142.3613,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX MOUNT WAVERLEY","622-626 BLACKBURN ROAD","GLEN WAVERLEY","3150","VIC","AUSTRALIA",-37.9009,145.1434,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP KEILOR PARK DRIVE","19 KEILOR PARK DRIVE","KEILOR PARK","3042","VIC","AUSTRALIA",-37.7236,144.8495,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  GLEN IRIS","44-56 HIGH STREET","GLEN IRIS","3146","VIC","AUSTRALIA",-37.862,145.0661,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX CAMPERDOWN","101 MANIFOLD STREET","CAMPERDOWN","3260","VIC","AUSTRALIA",-38.2347,143.1497,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS CRESWICK","18 CLUNES ROAD","CRESWICK","3363","VIC","AUSTRALIA",-37.4174,143.8937,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL MITTA MITTA","5555 OMEO HIGHWAY","MITTA MITTA","3701","VIC","AUSTRALIA",-36.5368,147.3778,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS TAYLORS LAKES","410 MELTON HIGHWAY","TAYLORS LAKES","3038","VIC","AUSTRALIA",-37.6969,144.7822,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS MILL PARK","398 PLENTY ROAD","MILL PARK","3082","VIC","AUSTRALIA",-37.6589,145.0763,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX ECHUCA","4 NORTHERN HIGHWAY","ECHUCA","3564","VIC","AUSTRALIA",-36.1412,144.7302,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP TARADALE","124 HIGH STREET","TARADALE","3447","VIC","AUSTRALIA",-37.1384,144.3486,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  PRESTON","408 BELL STREET","PRESTON","3072","VIC","AUSTRALIA",-37.7443,144.9981,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"WERRIBEE SOUTH","180 DUNCANS ROAD","WERRIBEE","3030","VIC","AUSTRALIA",-37.9093,144.6769,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS MORNINGTON","1010 NEPEAN HIGHWAY","MORNINGTON","3931","VIC","AUSTRALIA",-38.2272,145.0485,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX KOO WEE RUP","3935 SOUTH GIPPSLAND HIGHWAY","KOO WEE RUP","3981","VIC","AUSTRALIA",-38.2148,145.497,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP CONNECT PAKENHAM","92-96 PRINCES HIGHWAY","PAKENHAM","3810","VIC","AUSTRALIA",-38.0709,145.4788,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX WANDIN NORTH","361 WARBURTON HIGHWAY","WANDIN NORTH","3139","VIC","AUSTRALIA",-37.7796,145.4281,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  NORLANE","298-304 PRINCES HIGHWAY","CORIO","3214","VIC","AUSTRALIA",-38.076,144.3689,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP EAST DONCASTER","300 BLACKBURN ROAD","DONCASTER EAST","3109","VIC","AUSTRALIA",-37.781,145.1639,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX MORTLAKE","53 DUNLOP STREET","MORTLAKE","3272","VIC","AUSTRALIA",-38.081,142.8029,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL KORUMBURRA","2-6 COMMERCIAL STREET","KORUMBURRA","3950","VIC","AUSTRALIA",-38.433,145.8253,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS TEMPLESTOWE","87-91 PORTER STREET","TEMPLESTOWE","3106","VIC","AUSTRALIA",-37.752,145.1345,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  FAIRFIELD","490-500 HEIDELBERG ROAD","FAIRFIELD","3078","VIC","AUSTRALIA",-37.7831,145.02,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP CARLSRUHE","371 COBB AND CO ROAD","CARLSRUHE","3442","VIC","AUSTRALIA",-37.2921,144.5049,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX BROADMEADOWS","1063-1067 PASCOE VALE ROAD","BROADMEADOWS","3047","VIC","AUSTRALIA",-37.6838,144.9173,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX WARRACKNABEAL","171 SCOTT STREET","WARRACKNABEAL","3393","VIC","AUSTRALIA",-36.2536,142.3954,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS SOMERVILLE","1045 FRANKSTON-FLINDERS ROAD","SOMERVILLE","3912","VIC","AUSTRALIA",-38.2225,145.1752,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS FOUNTAIN GATE","2 REGENCY DRIVE","NARRE WARREN","3805","VIC","AUSTRALIA",-38.0263,145.31,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL TRARALGON","21 PRINCES STREET","TRARALGON","3844","VIC","AUSTRALIA",-38.198,146.5402,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SHELL BAXTER","120 GRANT ROAD","BAXTER","3911","VIC","AUSTRALIA",-38.1998,145.1819,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP 2GO WESTERN HIGHWAY","9401 WESTERN HIGHWAY","WARRENHEIP","3352","VIC","AUSTRALIA",-37.5642,143.9333,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX SAFEWAY CHADSTONE","2 WAVERLEY ROAD","CHADSTONE","3148","VIC","AUSTRALIA",-37.8808,145.091,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"YANAKIE LICENSED STORE","3638 MEENIYAN-PROMONTORY ROAD","YANAKIE","3960","VIC","AUSTRALIA",-38.8125,146.2074,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"PRESTON","76 BELL STREET","PRESTON","3072","VIC","AUSTRALIA",-37.748,145.0301,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP ONE STOP","922-924 RAGLAN PARADE","WARRNAMBOOL","3280","VIC","AUSTRALIA",-38.3695,142.4692,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"TULLAMARINE","182 MELROSE DRIVE","TULLAMARINE","3043","VIC","AUSTRALIA",-37.7023,144.8829,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS HOPPERS CROSSING","260 DERRIMUT ROAD","HOPPERS CROSSING","3029","VIC","AUSTRALIA",-37.8625,144.6861,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP SUPREMACY","56 NEPEAN HIGHWAY","MENTONE","3194","VIC","AUSTRALIA",-37.9773,145.0666,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"TIMBOON MOTORS","54-58 BAILEY STREET","TIMBOON","3268","VIC","AUSTRALIA",-38.4827,142.973,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL OMEO","196 DAY AVENUE","OMEO","3898","VIC","AUSTRALIA",-37.1005,147.5904,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BRANDON PARK","602-606 FERNTREE GULLY ROAD","BRANDON PARK","3150","VIC","AUSTRALIA",-37.904,145.1619,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"WARRAGUL STOP 'N' GO","114 ALBERT ROAD","WARRAGUL","3820","VIC","AUSTRALIA",-38.1617,145.9398,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP ENERGY FUEL LAVERTON","42-44 LITTLE BOUNDARY ROAD","LAVERTON NORTH","3026","VIC","AUSTRALIA",-37.8167,144.8182,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX SUNBURY","81-87 HORNE STREET","SUNBURY","3429","VIC","AUSTRALIA",-37.5834,144.7236,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS COBURG","346 BELL STREET","PASCOE VALE SOUTH","3044","VIC","AUSTRALIA",-37.7393,144.949,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS PRESTON","485 BELL STREET","PRESTON","3072","VIC","AUSTRALIA",-37.7445,144.994,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX WHITTLESEA","30 FOREST STREET","WHITTLESEA","3757","VIC","AUSTRALIA",-37.5115,145.1215,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX FERNTREE GULLY","1036 BURWOOD HIGHWAY","FERNTREE GULLY","3156","VIC","AUSTRALIA",-37.8892,145.2927,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SHELL MALLACOOTA","89 BETKA ROAD","MALLACOOTA","3892","VIC","AUSTRALIA",-37.5591,149.7557,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL CANN RIVER","12 PRINCES HIGHWAY","CANN RIVER","3890","VIC","AUSTRALIA",-37.5666,149.1506,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  KINGSBURY","917-929 PLENTY ROAD","KINGSBURY","3083","VIC","AUSTRALIA",-37.7197,145.0367,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP FAWKNER","1210 SYDNEY ROAD","FAWKNER","3060","VIC","AUSTRALIA",-37.707,144.9614,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP MOOROOLBARK","103-105 CARDIGAN ROAD","MOOROOLBARK","3138","VIC","AUSTRALIA",-37.7888,145.3287,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"LAFFAN BROS MOTORS","104-106 HIGH STREET","WALLAN","3756","VIC","AUSTRALIA",-37.411,144.9802,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CAMPBELLFIELD","1603 SYDNEY ROAD","CAMPBELLFIELD","3061","VIC","AUSTRALIA",-37.6742,144.9553,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"INDEPENDENT NULLAWARRE","2227 TIMBOON-NULLAWARRE ROAD","NULLAWARRE","3268","VIC","AUSTRALIA",-38.4697,142.75,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX STRATHMERTON","47-49 MAIN STREET","STRATHMERTON","3641","VIC","AUSTRALIA",-35.9251,145.4786,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"INDEPENDENT BUXTON","2220 MAROONDAH HIGHWAY","BUXTON","3711","VIC","AUSTRALIA",-37.4202,145.7091,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS SURREY HILLS","260 CANTERBURY ROAD","SURREY HILLS","3127","VIC","AUSTRALIA",-37.8251,145.0877,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX BRUNSWICK EAST","382-386 LYGON STREET","BRUNSWICK EAST","3057","VIC","AUSTRALIA",-37.7669,144.9729,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  BAYSWATER","362-366 BAYSWATER ROAD","BAYSWATER","3153","VIC","AUSTRALIA",-37.8349,145.2702,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX TORRUMBARRY","2594 MURRAY VALLEY HIGHWAY","TORRUMBARRY","3562","VIC","AUSTRALIA",-36.0287,144.517,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"INDEPENDENT NATHALIA","60 ELIZABETH STREET","NATHALIA","3638","VIC","AUSTRALIA",-36.0559,145.2033,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX FITZROY","286 JOHNSTON STREET","ABBOTSFORD","3067","VIC","AUSTRALIA",-37.7998,144.9948,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL MYRTLEFORD","158 MYRTLE STREET","MYRTLEFORD","3737","VIC","AUSTRALIA",-36.56,146.7233,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL SMYTHESDALE","1520 GLENELG HIGHWAY","SMYTHESDALE","3351","VIC","AUSTRALIA",-37.6361,143.6928,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"NORTH MELBOURNE","163-173 BOUNDARY ROAD","NORTH MELBOURNE","3051","VIC","AUSTRALIA",-37.7895,144.9397,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX CARRUM DOWNS","125 HALL ROAD","CARRUM DOWNS","3201","VIC","AUSTRALIA",-38.101,145.1871,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS WARRENHEIP","9389 WESTERN HIGHWAY","WARRENHEIP","3352","VIC","AUSTRALIA",-37.5644,143.9346,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  SUNSHINE","139 MCINTYRE ROAD","SUNSHINE NORTH","3020","VIC","AUSTRALIA",-37.7655,144.8305,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CARRUM DOWNS","10 AMAYLA CRESCENT","CARRUM DOWNS","3201","VIC","AUSTRALIA",-38.1048,145.1677,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX BERWICK","47 CLYDE ROAD","BERWICK","3806","VIC","AUSTRALIA",-38.039,145.343,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX ROXBURGH PARK","270 SOMERTON ROAD","ROXBURGH PARK","3064","VIC","AUSTRALIA",-37.6401,144.9301,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"INDEPENDENT GEMBROOK","2 MAIN STREET","GEMBROOK","3783","VIC","AUSTRALIA",-37.9486,145.5377,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  SUNBURY","49-51 HORNE STREET","SUNBURY","3429","VIC","AUSTRALIA",-37.5807,144.7256,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX NOBLE PARK","1282 HEATHERTON ROAD","NOBLE PARK","3174","VIC","AUSTRALIA",-37.967,145.1876,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COBRAM","3701 MURRAY VALLEY HIGHWAY","COBRAM","3644","VIC","AUSTRALIA",-35.9212,145.6383,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS KEW","1107-1113 BURKE ROAD","KEW","3101","VIC","AUSTRALIA",-37.817,145.0591,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS HASTINGS","152 HIGH STREET","HASTINGS","3915","VIC","AUSTRALIA",-38.3073,145.1832,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"UNKNOWN","165 STUD ROAD","DANDENONG","3175","VIC","AUSTRALIA",-37.9707,145.2231,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX BAXTER","21 BAXTER-TOORADIN ROAD","BAXTER","3911","VIC","AUSTRALIA",-38.1945,145.1492,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP CAMPBELLFIELD","1489 SYDNEY ROAD","CAMPBELLFIELD","3061","VIC","AUSTRALIA",-37.6831,144.9566,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS ELTHAM","660 MAIN ROAD","ELTHAM","3095","VIC","AUSTRALIA",-37.7271,145.1473,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"DONCASTER EAST","183-185 REYNOLDS ROAD","DONCASTER EAST","3109","VIC","AUSTRALIA",-37.7636,145.1695,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX MOORABBIN","582-586 SOUTH ROAD","MOORABBIN","3189","VIC","AUSTRALIA",-37.9369,145.0617,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX SEBASTOPOL","3 HERTFORD STREET","SEBASTOPOL","3356","VIC","AUSTRALIA",-37.5856,143.8399,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP BRUTHEN","70 MAIN STREET","BRUTHEN","3885","VIC","AUSTRALIA",-37.7087,147.834,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX NHILL","92 VICTORIA STREET","NHILL","3418","VIC","AUSTRALIA",-36.3392,141.6436,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX PIANGIL","82 MURRAY STREET","PIANGIL","3597","VIC","AUSTRALIA",-35.0537,143.3102,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX COHUNA","103 KING GEORGE STREET","COHUNA","3568","VIC","AUSTRALIA",-35.8071,144.2194,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX AIRPORT WEST","29-35 LOUIS STREET","AIRPORT WEST","3042","VIC","AUSTRALIA",-37.7123,144.8866,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX MORNINGTON EAST","135 BENTONS ROAD","MORNINGTON","3931","VIC","AUSTRALIA",-38.2465,145.0479,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"KARINGAL","330 FRANKSTON-CRANBOURNE ROAD","FRANKSTON","3199","VIC","AUSTRALIA",-38.1541,145.1635,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MEENIYAN SHELL","LOT 26 WHITELAW STREET","MEENIYAN","3956","VIC","AUSTRALIA",-38.579,146.0111,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MOBIL SHEPPARTON","58-60 NIXON STREET","SHEPPARTON","3630","VIC","AUSTRALIA",-36.3775,145.4004,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"AA WALLAN OUTBOUND","1015 HUME HIGHWAY","WALLAN","3756","VIC","AUSTRALIA",-37.4036,145.0173,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"MALVERN EAST","MALVERN ROAD","MALVERN EAST","3145","VIC","AUSTRALIA",-37.87,145.0609,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS BULLEEN","MANNINGHAM ROAD AND GRANT OLSEN AVENUE","BULLEEN","3105","VIC","AUSTRALIA",-37.7669,145.0931,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP BELMONT","77A ROSLYN ROAD","BELMONT","3216","VIC","AUSTRALIA",-38.1756,144.3432,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"NUNAWADING","488 SPRINGVALE ROAD","NUNAWADING","3131","VIC","AUSTRALIA",-37.8476,145.17,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS BURWOOD","BURWOOD HIGHWAY AND CENTRAL AVENUE","BURWOOD","3125","VIC","AUSTRALIA",-37.8503,145.098,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"COLES EXPRESS ARARAT","280 BARKLY STREET","ARARAT","3377","VIC","AUSTRALIA",-37.2844,142.936,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP 2GO CRANBOURNE","CORNER HIGH AND CLARENDON STREET","CRANBOURNE","3977","VIC","AUSTRALIA",-38.106,145.2816,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"AIRPORT WEST","10 LOUIS STREET","AIRPORT WEST","3042","VIC","AUSTRALIA",-37.7146,144.8888,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"CALTEX LEOPOLD","812 BELLARINE HIGHWAY","LEOPOLD","3224","VIC","AUSTRALIA",-38.1911,144.4706,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"SAFEWAY CALTEX WONTHAGGI","4A MURRAY STREET","WONTHAGGI","3995","VIC","AUSTRALIA",-38.6044,145.5924,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
"BP  MOUNT ELIZA","1388 NEPEAN HIGHWAY","MOUNT ELIZA","3930","VIC","AUSTRALIA",-38.2004,145.0828,"AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS",3812407
