X,Y,objectid,feature_type,industry_id,station_name,station_owner,station_description,station_address,station_suburb,station_postcode,station_state,operational_status,spatial_confidence,gnaf_assignment_method,station_revised_date,gnaf_formatted_address,gnaf_address_detail_pid,gnaf_confidence,gnaf_suburb,gnaf_postcode,distance_to_gnaf
145.478827,-38.0708999999999,3321,PETROL STATION,3859,BP CONNECT PAKENHAM,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,92-96 PRINCES HIGHWAY,PAKENHAM,3810,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,92-96 PRINCES HIGHWAY,GAVIC420283887,1,PAKENHAM,3810,26.60000038
145.428093,-37.779575,3322,PETROL STATION,,CALTEX WANDIN NORTH,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,361 WARBURTON HIGHWAY,WANDIN NORTH,3139,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,361 WARBURTON HIGHWAY,GAVIC419565204,2,WANDIN NORTH,3139,17.29999924
144.368873,-38.075957,3323,PETROL STATION,557,BP  NORLANE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,298-304 PRINCES HIGHWAY,CORIO,3214,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,298-304 PRINCES HIGHWAY,GAVIC421454163,0,CORIO,3214,6.9000001
145.163941,-37.7809549999999,3324,PETROL STATION,3491,BP EAST DONCASTER,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,300 BLACKBURN ROAD,DONCASTER EAST,3109,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,300 BLACKBURN ROAD,GAVIC413304445,0,DONCASTER EAST,3109,12.39999962
145.134469,-37.7520039999999,3327,PETROL STATION,,COLES EXPRESS TEMPLESTOWE,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,87-91 PORTER STREET,TEMPLESTOWE,3106,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,87-91 PORTER STREET,GAVIC419633301,2,TEMPLESTOWE,3106,25.5
145.020019,-37.7830529999999,3328,PETROL STATION,583,BP  FAIRFIELD,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,490-500 HEIDELBERG ROAD,FAIRFIELD,3078,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,490-500 HEIDELBERG ROAD,GAVIC419597084,1,FAIRFIELD,3078,5.9000001
144.504869,-37.2920769999999,3329,PETROL STATION,5452,BP CARLSRUHE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,371 COBB AND CO ROAD,CARLSRUHE,3442,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,371 COBB AND CO ROAD,GAVIC421994403,2,CARLSRUHE,3442,86.80000305
144.91735,-37.683799,3330,PETROL STATION,,CALTEX BROADMEADOWS,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1063-1067 PASCOE VALE ROAD,BROADMEADOWS,3047,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1063-1067 PASCOE VALE ROAD,GAVIC413003398,1,BROADMEADOWS,3047,28.89999962
145.175162,-38.222475,3332,PETROL STATION,,COLES EXPRESS SOMERVILLE,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1045 FRANKSTON-FLINDERS ROAD,SOMERVILLE,3912,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1045 FRANKSTON-FLINDERS ROAD,GAVIC422091621,0,SOMERVILLE,3912,19.39999962
145.309993,-38.0262789999999,3333,PETROL STATION,,COLES EXPRESS FOUNTAIN GATE,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 REGENCY DRIVE,NARRE WARREN,3805,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,2 REGENCY DRIVE,GAVIC420211095,0,NARRE WARREN,3805,6.5999999
146.540177,-38.198027,3334,PETROL STATION,,MOBIL TRARALGON,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,21 PRINCES STREET,TRARALGON,3844,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,21 PRINCES STREET,GAVIC423231471,1,TRARALGON,3844,16.89999962
145.090958,-37.8808069999999,3337,PETROL STATION,,CALTEX SAFEWAY CHADSTONE,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2 WAVERLEY ROAD,CHADSTONE,3148,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,2 WAVERLEY ROAD,GAVIC421185278,2,CHADSTONE,3148,26.60000038
145.030090332,-37.74798584,3339,PETROL STATION,,PRESTON,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,76 BELL STREET,PRESTON,3072,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,76 BELL STREET,GAVIC421437678,1,PRESTON,3072,2.79999995
144.8828811,-37.7023371,3341,PETROL STATION,,TULLAMARINE,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,182 MELROSE DRIVE,TULLAMARINE,3043,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,182 MELROSE DRIVE,GAVIC420824871,1,TULLAMARINE,3043,15.10000038
144.686105,-37.8625069999999,3342,PETROL STATION,,COLES EXPRESS HOPPERS CROSSING,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,260 DERRIMUT ROAD,HOPPERS CROSSING,3029,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,260 DERRIMUT ROAD,GAVIC420782144,2,HOPPERS CROSSING,3029,25.79999924
145.066609,-37.977302,3343,PETROL STATION,3225,BP SUPREMACY,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,56 NEPEAN HIGHWAY,MENTONE,3194,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,56 NEPEAN HIGHWAY,GAVIC421083264,1,MENTONE,3194,4.30000019
145.1618881,-37.9039921,3346,PETROL STATION,,BRANDON PARK,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,602-606 FERNTREE GULLY ROAD,BRANDON PARK,3150,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,602-606 FERNTREE GULLY ROAD,GAVIC420010714,2,WHEELERS HILL,3150,19
145.939774723,-38.161667489,3347,PETROL STATION,,WARRAGUL STOP 'N' GO,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,114 ALBERT ROAD,WARRAGUL,3820,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,114 ALBERT ROAD,GAVIC420930536,1,WARRAGUL,3820,14
144.818215,-37.8167129999999,3348,PETROL STATION,3911,BP ENERGY FUEL LAVERTON,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,42-44 LITTLE BOUNDARY ROAD,LAVERTON NORTH,3026,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,42-44 LITTLE BOUNDARY ROAD,GAVIC420031504,2,LAVERTON NORTH,3026,43.70000076
144.723646,-37.583382,3349,PETROL STATION,,CALTEX SUNBURY,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,81-87 HORNE STREET,SUNBURY,3429,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,81-87 HORNE STREET,GAVIC420536260,1,SUNBURY,3429,17.89999962
144.949019,-37.7392629999999,3350,PETROL STATION,,COLES EXPRESS COBURG,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,346 BELL STREET,PASCOE VALE SOUTH,3044,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,346 BELL STREET,GAVIC422438518,0,PASCOE VALE SOUTH,3044,16.70000076
144.994013,-37.744546,3351,PETROL STATION,,COLES EXPRESS PRESTON,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,485 BELL STREET,PRESTON,3072,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,485 BELL STREET,GAVIC420547183,1,PRESTON,3072,25.20000076
145.121458,-37.511475,3352,PETROL STATION,,CALTEX WHITTLESEA,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,30 FOREST STREET,WHITTLESEA,3757,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,30 FOREST STREET,GAVIC420229748,1,WHITTLESEA,3757,37.20000076
145.292682,-37.889224,3353,PETROL STATION,,SAFEWAY CALTEX FERNTREE GULLY,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1036 BURWOOD HIGHWAY,FERNTREE GULLY,3156,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1036 BURWOOD HIGHWAY,GAVIC421409509,1,FERNTREE GULLY,3156,9.60000038
145.036724,-37.719732,3356,PETROL STATION,50,BP  KINGSBURY,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,917-929 PLENTY ROAD,KINGSBURY,3083,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,917-929 PLENTY ROAD,GAVIC420525240,1,KINGSBURY,3083,9.60000038
144.961408,-37.7069959999999,3357,PETROL STATION,52,BP FAWKNER,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1210 SYDNEY ROAD,FAWKNER,3060,VIC,OPERATIONAL,1,GNAF ADDRESS MATCH,25/07/2011,1210 SYDNEY ROAD,GAVIC420246797,1,FAWKNER,3060,15.80000019
145.328693,-37.7888419999999,3358,PETROL STATION,3283,BP MOOROOLBARK,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,103-105 CARDIGAN ROAD,MOOROOLBARK,3138,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,103-105 CARDIGAN ROAD,GAVIC420471629,1,MOOROOLBARK,3138,13.5
144.980232,-37.41099,3359,PETROL STATION,8499,LAFFAN BROS MOTORS,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,104-106 HIGH STREET,WALLAN,3756,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,104-106 HIGH STREET,GAVIC423635099,1,WALLAN,3756,18.70000076
144.9553151,-37.6741630999999,3360,PETROL STATION,,CAMPBELLFIELD,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1603 SYDNEY ROAD,CAMPBELLFIELD,3061,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,1603 SYDNEY ROAD,GAVIC424423454,1,CAMPBELLFIELD,3061,29
145.2350631,-37.7941491,3361,PETROL STATION,,RINGWOOD NORTH,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,181 WARRANDYTE ROAD,"RINGWOOD NORTH
",3134,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,181 WARRANDYTE ROAD,GAVIC420799935,2,RINGWOOD NORTH,3134,8.60000038
145.709122,-37.4201909999999,3364,PETROL STATION,,INDEPENDENT BUXTON,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,2220 MAROONDAH HIGHWAY,BUXTON,3711,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,2220 MAROONDAH HIGHWAY,GAVIC420540860,2,BUXTON,3711,22.60000038
145.087673,-37.82508,3365,PETROL STATION,,COLES EXPRESS SURREY HILLS,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,260 CANTERBURY ROAD,SURREY HILLS,3127,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,260 CANTERBURY ROAD,GAVIC421318839,1,SURREY HILLS,3127,13.69999981
144.972898,-37.766856,3366,PETROL STATION,,CALTEX BRUNSWICK EAST,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,382-386 LYGON STREET,BRUNSWICK EAST,3057,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,382-386 LYGON STREET,GAVIC420704556,1,BRUNSWICK EAST,3057,21.10000038
145.270154,-37.834887,3367,PETROL STATION,3015,BP  BAYSWATER,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,362-366 BAYSWATER ROAD,BAYSWATER,3153,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,362-366 BAYSWATER ROAD,GAVIC421631069,1,BAYSWATER NORTH,3153,33.09999847
144.994764,-37.7997849999999,3370,PETROL STATION,,SAFEWAY CALTEX FITZROY,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,286 JOHNSTON STREET,ABBOTSFORD,3067,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,286 JOHNSTON STREET,GAVIC413098884,0,ABBOTSFORD,3067,7.0999999
144.939695,-37.78948,3373,PETROL STATION,,NORTH MELBOURNE,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,163-173 BOUNDARY ROAD,NORTH MELBOURNE,3051,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,163-173 BOUNDARY ROAD,GAVIC421082887,1,NORTH MELBOURNE,3051,4.80000019
145.187142,-38.101037,3374,PETROL STATION,,SAFEWAY CALTEX CARRUM DOWNS,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,125 HALL ROAD,CARRUM DOWNS,3201,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,125 HALL ROAD,GAVIC411073441,2,CARRUM DOWNS,3201,18
144.8305,-37.765543,3376,PETROL STATION,22,BP  SUNSHINE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,139 MCINTYRE ROAD,SUNSHINE NORTH,3020,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,139 MCINTYRE ROAD,GAVIC420535359,1,SUNSHINE NORTH,3020,11.5
145.1676921,-38.1047910999999,3377,PETROL STATION,,CARRUM DOWNS,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,10 AMAYLA CRESCENT,CARRUM DOWNS,3201,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,13/07/2012,10 AMAYLA CRESCENT,GAVIC419546157,1,CARRUM DOWNS,3201,24.60000038
145.342955,-38.0389739999999,3378,PETROL STATION,,SAFEWAY CALTEX BERWICK,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,47 CLYDE ROAD,BERWICK,3806,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,47 CLYDE ROAD,GAVIC421228511,1,BERWICK,3806,19.60000038
144.930149,-37.64008,3379,PETROL STATION,,SAFEWAY CALTEX ROXBURGH PARK,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,270 SOMERTON ROAD,ROXBURGH PARK,3064,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,270 SOMERTON ROAD,GAVIC422113789,2,ROXBURGH PARK,3064,13.69999981
144.725639,-37.5806689999999,3381,PETROL STATION,28,BP  SUNBURY,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,49-51 HORNE STREET,SUNBURY,3429,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,49-51 HORNE STREET,GAVIC424420191,0,SUNBURY,3429,45
145.187593,-37.967002,3382,PETROL STATION,,SAFEWAY CALTEX NOBLE PARK,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1282 HEATHERTON ROAD,NOBLE PARK,3174,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1282 HEATHERTON ROAD,GAVIC413750285,0,NOBLE PARK,3174,16.70000076
145.059083,-37.817012,3384,PETROL STATION,,COLES EXPRESS KEW,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1107-1113 BURKE ROAD,KEW,3101,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1107-1113 BURKE ROAD,GAVIC419840142,1,KEW,3101,9.19999981
145.183181,-38.307269,3385,PETROL STATION,,COLES EXPRESS HASTINGS,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,152 HIGH STREET,HASTINGS,3915,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,152 HIGH STREET,GAVIC421827263,2,HASTINGS,3915,26.10000038
145.223095,-37.970654,3386,PETROL STATION,,UNKNOWN,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,165 STUD ROAD,DANDENONG,3175,VIC,OPERATIONAL,1,GNAF ADDRESS MATCH,25/07/2011,165 STUD ROAD,GAVIC421308173,1,DANDENONG NORTH,3175,42.5
145.149181,-38.194539,3387,PETROL STATION,,CALTEX BAXTER,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,21 BAXTER-TOORADIN ROAD,BAXTER,3911,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,21 BAXTER-TOORADIN ROAD,GAVIC419793288,1,BAXTER,3911,85.69999695
144.956639,-37.68306,3388,PETROL STATION,2410,BP CAMPBELLFIELD,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1489 SYDNEY ROAD,CAMPBELLFIELD,3061,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,1489 SYDNEY ROAD,GAVIC423677955,1,CAMPBELLFIELD,3061,24.29999924
145.147312,-37.727068,3389,PETROL STATION,,COLES EXPRESS ELTHAM,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,660 MAIN ROAD,ELTHAM,3095,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,660 MAIN ROAD,GAVIC420448752,2,ELTHAM,3095,35.29999924
145.169494629,-37.76361084,3390,PETROL STATION,,DONCASTER EAST,UNITED,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,183-185 REYNOLDS ROAD,DONCASTER EAST,3109,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,183-185 REYNOLDS ROAD,GAVIC421631197,0,DONCASTER EAST,3109,3.5
145.061688,-37.936858,3391,PETROL STATION,,CALTEX MOORABBIN,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,582-586 SOUTH ROAD,MOORABBIN,3189,VIC,OPERATIONAL,5,GNAF ADDRESS MATCH,25/07/2011,582-586 SOUTH ROAD,GAVIC421615924,1,MOORABBIN,3189,10.19999981
144.886637,-37.7122859999999,3397,PETROL STATION,,SAFEWAY CALTEX AIRPORT WEST,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,29-35 LOUIS STREET,AIRPORT WEST,3042,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
145.04785,-38.246474,3398,PETROL STATION,,SAFEWAY CALTEX MORNINGTON EAST,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,135 BENTONS ROAD,MORNINGTON,3931,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
145.163502,-38.154097,3399,PETROL STATION,,KARINGAL,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,330 FRANKSTON-CRANBOURNE ROAD,FRANKSTON,3199,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
145.017259275,-37.40362743,3402,PETROL STATION,5909,AA WALLAN OUTBOUND,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1015 HUME HIGHWAY,WALLAN,3756,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
145.0608691,-37.8699900999999,3403,PETROL STATION,,MALVERN EAST,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,MALVERN ROAD,MALVERN EAST,3145,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
145.093067,-37.766926,3404,PETROL STATION,,COLES EXPRESS BULLEEN,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,MANNINGHAM ROAD AND GRANT OLSEN AVENUE,BULLEEN,3105,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
144.343202,-38.17565,3405,PETROL STATION,183,BP BELMONT,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,77A ROSLYN ROAD,BELMONT,3216,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
145.1700471,-37.8475711,3406,PETROL STATION,,NUNAWADING,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,488 SPRINGVALE ROAD,NUNAWADING,3131,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
145.098013,-37.8502789999999,3407,PETROL STATION,,COLES EXPRESS BURWOOD,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,BURWOOD HIGHWAY AND CENTRAL AVENUE,BURWOOD,3125,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
145.281637,-38.1060229999999,3409,PETROL STATION,3535,BP 2GO CRANBOURNE,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CORNER HIGH AND CLARENDON STREET,CRANBOURNE,3977,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
144.888759,-37.71457,3410,PETROL STATION,,AIRPORT WEST ,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,10 LOUIS STREET,AIRPORT WEST,3042,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
144.470639,-38.191086,3411,PETROL STATION,,CALTEX LEOPOLD,CALTEX,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,812 BELLARINE HIGHWAY,LEOPOLD,3224,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
145.082839,-38.200374,3413,PETROL STATION,150,BP  MOUNT ELIZA,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1388 NEPEAN HIGHWAY,MOUNT ELIZA,3930,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
146.552490234,-38.186218262,3414,PETROL STATION,,TRARALGON,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CORNER PARK LANE AND SMITH STREET,TRARALGON,3844,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
145.421975,-37.211736,3416,PETROL STATION,,YEA ,SHELL,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,98-100 HIGH STREET,YEA,3717,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
145.0245511,-37.9320691,3417,PETROL STATION,,HAMPDEN,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,SOUTH ROAD,HAMPDEN,3187,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
145.01507176,-37.4023175409999,3419,PETROL STATION,5908,AA WALLAN INBOUND,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,1052 HUME HIGHWAY,WALLAN,3756,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
145.453856,-38.0620769999999,3420,PETROL STATION,5439,BP  PAKENHAM,BP,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,LOT 2001 PRINCES HIGHWAY,PAKENHAM,3810,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,25/07/2011,,,,,,
145.0221461,-37.8142151,3421,PETROL STATION,,HAWTHORN,7-ELEVEN PTY LTD,AN ESTABLISHMENT WHERE A RANGE OF FUEL PRODUCTS CAN BE PURCHASED BY MOTORISTS,CHURCH STREET,HAWTHORN,3122,VIC,OPERATIONAL,5,AS RECEIVED – NO GNAF MATCH,13/07/2012,,,,,,
