id,Station Name,Address,City,Postal Code,Region,Latitude,Longitude,Category,Fuel Prices,Location Details,brand
352,CALTEX CANN RIVER,15 PRINCES HIGHWAY,CANN RIVER,3890,VIC,-37.5600,149.1500,PETROL STATION,,CANN RIVER,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
378,CALTEX CARRUM DOWNS,467 FRANKSTON-DANDENONG ROAD,CARRUM DOWNS,3201,VIC,-38.1100,145.1600,PETROL STATION,,CARRUM DOWNS,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
377,CALTEX CASTLEMAINE,45 JOHNSTONE STREET,CASTLEMAINE,3450,VIC,-37.0700,144.2100,PETROL STATION,,CASTLEMAINE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
395,CALTEX CHELSEA HEIGHTS,241 WELLS ROAD,CHELSEA HEIGHTS,3196,VIC,-38.0400,145.1400,PETROL STATION,,CHELSEA HEIGHTS,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
274,CALTEX CLAYTON,409 CLAYTON ROAD,CLAYTON,3168,VIC,-37.9300,145.1200,PETROL STATION,,CLAYTON,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
290,CALTEX COBDEN,1 CURDIE STREET,COBDEN,3266,VIC,-38.3300,143.0800,PETROL STATION,,COBDEN,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
46,CALTEX COBRAM,88 STATION STREET,COBRAM,3644,VIC,-35.9200,145.6500,PETROL STATION,,COBRAM,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
307,CALTEX COBRAM,74 BROADWAY STREET,COBRAM,3644,VIC,-35.9200,145.6500,PETROL STATION,,COBRAM,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
309,CALTEX COBURG,265 SYDNEY ROAD,COBURG,3058,VIC,-37.7500,144.9700,PETROL STATION,,COBURG,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
316,CALTEX COBURG NORTH,44 NEWLANDS ROAD,COBURG NORTH,3058,VIC,-37.7300,144.9700,PETROL STATION,,COBURG NORTH,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
109,CALTEX COHUNA,103 KING GEORGE STREET,COHUNA,3568,VIC,-35.8100,144.2200,PETROL STATION,,COHUNA,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
329,CALTEX COLERAINE,42 WHYTE STREET,COLERAINE,3315,VIC,-37.6000,141.7000,PETROL STATION,,COLERAINE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
268,CALTEX CORRYONG,1516 MURRAY VALLEY HIGHWAY,CORRYONG,3707,VIC,-36.2000,147.8800,PETROL STATION,,CORRYONG,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
345,CALTEX COWES,140 THOMPSON AVENUE,COWES,3922,VIC,-38.4500,145.2400,PETROL STATION,,COWES,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
384,CALTEX CRAIGIEBURN,315 HUME HIGHWAY,CRAIGIEBURN,3064,VIC,-37.6100,144.9500,PETROL STATION,,CRAIGIEBURN,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
383,CALTEX DANDENONG,10 GREENS ROAD,DANDENONG SOUTH,3175,VIC,-38.0200,145.2200,PETROL STATION,,DANDENONG SOUTH,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
324,CALTEX DINGLEY,625 LOWER DANDENONG ROAD,DINGLEY VILLAGE,3172,VIC,-37.9900,145.1400,PETROL STATION,,DINGLEY VILLAGE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
311,CALTEX DONCASTER EAST,1100 DONCASTER ROAD,DONCASTER EAST,3109,VIC,-37.7900,145.1700,PETROL STATION,,DONCASTER EAST,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
325,CALTEX DROMANA,109 POINT NEPEAN ROAD,DROMANA,3936,VIC,-38.3300,144.9700,PETROL STATION,,DROMANA,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
94,CALTEX ECHUCA,4 NORTHERN HIGHWAY,ECHUCA,3564,VIC,-36.1400,144.7300,PETROL STATION,,ECHUCA,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
322,CALTEX ECHUCA,200 OGILVIE AVENUE,ECHUCA,3564,VIC,-36.1400,144.7500,PETROL STATION,,ECHUCA,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
337,CALTEX EILDON,2 CENTRE AVENUE,EILDON,3713,VIC,-37.2300,145.9100,PETROL STATION,,EILDON,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
335,CALTEX FOSTER,3895 SOUTH GIPPSLAND HIGHWAY,FOSTER,3960,VIC,-38.6500,146.2200,PETROL STATION,,FOSTER,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
412,CALTEX GISBORNE,9 STATION ROAD,GISBORNE,3437,VIC,-37.4800,144.5900,PETROL STATION,,GISBORNE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
444,CALTEX GISBORNE,7 HAMILTON STREET,GISBORNE,3437,VIC,-37.4900,144.5900,PETROL STATION,,GISBORNE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
272,CALTEX GLEN WAVERLEY,262 SPRINGVALE ROAD,GLEN WAVERLEY,3150,VIC,-37.8800,145.1700,PETROL STATION,,GLEN WAVERLEY,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
365,CALTEX GLENROY,849 PASCOE VALE ROAD,GLENROY,3046,VIC,-37.7000,144.9200,PETROL STATION,,GLENROY,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
265,CALTEX HAMILTON,79 COX STREET,HAMILTON,3300,VIC,-37.7400,142.0300,PETROL STATION,,HAMILTON,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
312,CALTEX HILLSIDE,575 MELTON HIGHWAY,HILLSIDE,3037,VIC,-37.6900,144.7600,PETROL STATION,,HILLSIDE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
286,CALTEX IRYMPLE,2090 FIFTEENTH STREET,IRYMPLE,3498,VIC,-34.2300,142.1700,PETROL STATION,,IRYMPLE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
404,CALTEX KALKALLO,1340 HUME FREEWAY,KALKALLO,3064,VIC,-37.5300,144.9500,PETROL STATION,,KALKALLO,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
400,CALTEX KEYSBOROUGH,248 CHELTENHAM ROAD,KEYSBOROUGH,3173,VIC,-38.0000,145.1800,PETROL STATION,,KEYSBOROUGH,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
330,CALTEX KILSYTH,92-94 CANTERBURY ROAD,KILSYTH,3137,VIC,-37.8200,145.3200,PETROL STATION,,KILSYTH,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
353,CALTEX KOO WEE RUP,17 STATION STREET,KOO WEE RUP,3981,VIC,-38.2000,145.4900,PETROL STATION,,KOO WEE RUP,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
396,CALTEX KOO WEE RUP,17 STATION STREET,KOO WEE RUP,3981,VIC,-38.2000,145.4900,PETROL STATION,,KOO WEE RUP,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
416,CALTEX KOO WEE RUP,3935 SOUTH GIPPSLAND HIGHWAY,KOO WEE RUP,3981,VIC,-38.2100,145.5000,PETROL STATION,,KOO WEE RUP,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
323,CALTEX KORUMBURRA,70 COMMERCIAL STREET,KORUMBURRA,3950,VIC,-38.4300,145.8200,PETROL STATION,,KORUMBURRA,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
291,CALTEX LAVERTON NORTH,29-31 LITTLE BOUNDARY ROAD,LAVERTON NORTH,3026,VIC,-37.8200,144.8200,PETROL STATION,,LAVERTON NORTH,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
300,CALTEX LILYDALE,346-348 MAIN STREET,LILYDALE,3140,VIC,-37.7600,145.3600,PETROL STATION,,LILYDALE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
459,CALTEX LOCKINGTON,1 ARCHIBALD STREET,LOCKINGTON,3563,VIC,-36.2700,144.5400,PETROL STATION,,LOCKINGTON,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
387,CALTEX MAIDSTONE,49-57 BALLARAT ROAD,MAIDSTONE,3012,VIC,-37.7900,144.8800,PETROL STATION,,MAIDSTONE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
53,CALTEX MARYSVILLE,10 MURCHISON STREET,MARYSVILLE,3779,VIC,-37.5100,145.7500,PETROL STATION,,MARYSVILLE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
385,CALTEX MILDURA,214-216 DEAKIN AVENUE,MILDURA,3500,VIC,-34.1900,142.1500,PETROL STATION,,MILDURA,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
394,CALTEX MILL PARK,377 PLENTY ROAD,MILL PARK,3082,VIC,-37.6600,145.0700,PETROL STATION,,MILL PARK,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
434,CALTEX MOORABBIN,582-586 SOUTH ROAD,MOORABBIN,3189,VIC,-37.9400,145.0600,PETROL STATION,,MOORABBIN,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
263,CALTEX MORNINGTON,841 NEPEAN HIGHWAY,MORNINGTON,3931,VIC,-38.2300,145.0400,PETROL STATION,,MORNINGTON,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
356,CALTEX MORNINGTON,854 MOOROODUC HIGHWAY,MORNINGTON,3931,VIC,-38.2400,145.0800,PETROL STATION,,MORNINGTON,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
418,CALTEX MORTLAKE,53 DUNLOP STREET,MORTLAKE,3272,VIC,-38.0800,142.8000,PETROL STATION,,MORTLAKE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
414,CALTEX MOUNT WAVERLEY,622-626 BLACKBURN ROAD,GLEN WAVERLEY,3150,VIC,-37.9000,145.1400,PETROL STATION,,GLEN WAVERLEY,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
354,CALTEX NEWPORT,455 MELBOURNE ROAD,NEWPORT,3015,VIC,-37.8400,144.8800,PETROL STATION,,NEWPORT,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
436,CALTEX NHILL,92 VICTORIA STREET,NHILL,3418,VIC,-36.3400,141.6400,PETROL STATION,,NHILL,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
455,CALTEX NUMURKAH,3221 GOULBURN VALLEY HIGHWAY,NUMURKAH,3636,VIC,-36.1000,145.4300,PETROL STATION,,NUMURKAH,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
73,CALTEX OUYEN,15 FARRELL STREET,OUYEN,3490,VIC,-35.0700,142.3200,PETROL STATION,,OUYEN,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
371,CALTEX PASCOE VALE,281 GAFFNEY STREET,PASCOE VALE,3044,VIC,-37.7300,144.9500,PETROL STATION,,PASCOE VALE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
437,CALTEX PIANGIL,82 MURRAY STREET,PIANGIL,3597,VIC,-35.0500,143.3100,PETROL STATION,,PIANGIL,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
458,CALTEX PORT CAMPBELL,30-32 LORD STREET,PORT CAMPBELL,3269,VIC,-38.6200,143.0000,PETROL STATION,,PORT CAMPBELL,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
350,CALTEX PRESTON,71-73 MURRAY ROAD,PRESTON,3072,VIC,-37.7400,145.0200,PETROL STATION,,PRESTON,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
410,CALTEX PRESTON,343-349 PLENTY ROAD,PRESTON,3072,VIC,-37.7400,145.0100,PETROL STATION,,PRESTON,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
339,CALTEX ROWVILLE,940 STUD ROAD,ROWVILLE,3178,VIC,-37.9100,145.2400,PETROL STATION,,ROWVILLE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
257,CALTEX ROXBURGH PARK,124-130 SOMERTON ROAD,SOMERTON,3062,VIC,-37.6400,144.9400,PETROL STATION,,SOMERTON,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
294,CALTEX SAFEWAY BOX HILL,793-797 WHITEHORSE ROAD,BOX HILL,3127,VIC,-37.8200,145.1100,PETROL STATION,,BOX HILL,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
264,CALTEX SAFEWAY CARNEGIE,147 KOORNANG ROAD,CARNEGIE,3163,VIC,-37.8900,145.0600,PETROL STATION,,CARNEGIE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
420,CALTEX SAFEWAY CHADSTONE,2 WAVERLEY ROAD,CHADSTONE,3148,VIC,-37.8800,145.0900,PETROL STATION,,CHADSTONE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
258,CALTEX SAFEWAY CHELTENHAM,299 CHARMAN ROAD,CHELTENHAM,3192,VIC,-37.9700,145.0600,PETROL STATION,,CHELTENHAM,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
370,CALTEX SAFEWAY CORIO,446 PRINCES HIGHWAY,CORIO,3214,VIC,-38.0700,144.3800,PETROL STATION,,CORIO,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
375,CALTEX SAFEWAY ELSTERNWICK,1 NEPEAN HIGHWAY,ELSTERNWICK,3185,VIC,-37.8800,145.0000,PETROL STATION,,ELSTERNWICK,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
355,CALTEX SAFEWAY FOREST HILL,484 CANTERBURY ROAD,FOREST HILL,3131,VIC,-37.8400,145.1800,PETROL STATION,,FOREST HILL,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
392,CALTEX SAFEWAY MENTONE,53 BALCOMBE ROAD,MENTONE,3194,VIC,-37.9800,145.0700,PETROL STATION,,MENTONE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
366,CALTEX SAFEWAY SOUTH YARRA,262-268 PUNT ROAD,SOUTH YARRA,3141,VIC,-37.8500,144.9900,PETROL STATION,,SOUTH YARRA,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
343,CALTEX SAFEWAY WERRIBEE,45-47 CHERRY STREET,WERRIBEE,3030,VIC,-37.9000,144.6600,PETROL STATION,,WERRIBEE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
320,CALTEX SAFEWAY WESTMEADOWS,227-231 MICKLEHAM ROAD,WESTMEADOWS,3049,VIC,-37.6900,144.8800,PETROL STATION,,WESTMEADOWS,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
397,CALTEX SALE,114 YORK STREET,SALE,3850,VIC,-38.1100,147.0700,PETROL STATION,,SALE,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
287,CALTEX SEBASTOPOL,76 ALBERT STREET,SEBASTOPOL,3356,VIC,-37.5900,143.8400,PETROL STATION,,SEBASTOPOL,CALTEX.png (https://baserow-backend-production20240528124524339000000001.s3.amazonaws.com/user_files/VodDsJVothinC8Vie6C9qyIFqkq733Vv_4b7846e8522cffd3afe3c10f6ae9d2abff58c94d00140eda9182d656f49742e5.png)
